ID,SensorType,Temperature,Status
555,Thermo-Optical,547.93,Outlier
555,Thermo-Acoustic,50.00,Outlier
556,Thermocouple,25.65,Outlier
556,RTD,-30.00,Outlier
556,Thermo-Optical,547.93,Outlier
556,Thermo-Acoustic,250.00,Outlier
557,Thermocouple,25.56,Outlier
557,RTD,22.00,Outlier
557,Thermo-Optical,532.39,Outlier
557,Thermo-Acoustic,200.00,Outlier
558,Thermocouple,25.60,Outlier
558,RTD,29.00,Outlier
558,Thermo-Optical,508.05,Outlier
558,Thermo-Acoustic,150.00,Outlier
559,Thermocouple,25.57,Outlier
559,RTD,-11.00,Outlier
559,Thermo-Optical,570.34,Outlier
559,Thermo-Acoustic,250.00,Outlier
560,Thermocouple,25.67,Outlier
560,RTD,-34.00,Outlier
560,Thermo-Optical,439.26,Outlier
560,Thermo-Acoustic,75.00,Outlier
561,Thermocouple,25.64,Outlier
561,RTD,-11.00,Outlier
561,Thermo-Optical,535.61,Outlier
561,Thermo-Acoustic,250.00,Outlier
562,Thermocouple,25.63,Outlier
562,RTD,-6.00,Outlier
562,Thermo-Optical,504.27,Outlier
562,Thermo-Acoustic,25.00,Outlier
563,Thermocouple,25.71,Outlier
563,RTD,5.00,Outlier
563,Thermo-Optical,511.74,Outlier
563,Thermo-Acoustic,175.00,Valid
564,Thermocouple,25.65,Outlier
564,RTD,-6.00,Outlier
564,Thermo-Optical,547.93,Outlier
564,Thermo-Acoustic,225.00,Outlier
565,Thermocouple,25.51,Outlier
565,RTD,13.00,Outlier
565,Thermo-Optical,475.09,Outlier
565,Thermo-Acoustic,125.00,Outlier
566,Thermocouple,25.58,Outlier
566,RTD,35.00,Outlier
566,Thermo-Optical,518.90,Outlier
566,Thermo-Acoustic,175.00,Outlier
567,Thermocouple,25.72,Outlier
567,RTD,-14.00,Outlier
567,Thermo-Optical,504.27,Outlier
567,Thermo-Acoustic,100.00,Outlier
568,Thermocouple,25.61,Outlier
568,RTD,-26.00,Outlier
568,Thermo-Optical,559.47,Outlier
568,Thermo-Acoustic,175.00,Outlier
569,Thermocouple,25.68,Outlier
569,RTD,-43.00,Outlier
569,Thermo-Optical,496.45,Outlier
569,Thermo-Acoustic,175.00,Outlier
570,Thermocouple,25.68,Outlier
570,RTD,4.00,Outlier
570,Thermo-Optical,374.14,Outlier
570,Thermo-Acoustic,25.00,Outlier
571,Thermocouple,25.56,Outlier
571,RTD,8.00,Outlier
571,Thermo-Optical,479.60,Outlier
571,Thermo-Acoustic,200.00,Outlier
572,Thermocouple,25.72,Outlier
572,RTD,40.00,Outlier
572,Thermo-Optical,556.65,Outlier
572,Thermo-Acoustic,225.00,Outlier
573,Thermocouple,25.67,Outlier
573,RTD,31.00,Outlier
573,Thermo-Optical,553.79,Outlier
573,Thermo-Acoustic,225.00,Outlier
574,Thermocouple,25.63,Outlier
574,RTD,20.00,Outlier
574,Thermo-Optical,439.26,Outlier
574,Thermo-Acoustic,25.00,Outlier
575,Thermocouple,25.62,Outlier
575,RTD,36.00,Outlier
575,Thermo-Optical,427.22,Outlier
575,Thermo-Acoustic,200.00,Outlier
576,Thermocouple,25.64,Outlier
576,RTD,-4.00,Outlier
576,Thermo-Optical,578.10,Outlier
576,Thermo-Acoustic,50.00,Outlier
577,Thermocouple,25.54,Outlier
577,RTD,-20.00,Outlier
577,Thermo-Optical,553.79,Outlier
577,Thermo-Acoustic,25.00,Outlier
578,Thermocouple,25.59,Outlier
578,RTD,-13.00,Outlier
578,Thermo-Optical,511.74,Outlier
578,Thermo-Acoustic,250.00,Outlier
579,Thermocouple,25.51,Outlier
579,RTD,-9.00,Outlier
579,Thermo-Optical,572.96,Outlier
579,Thermo-Acoustic,75.00,Outlier
580,Thermocouple,25.54,Outlier
580,RTD,-12.00,Outlier
580,Thermo-Optical,383.16,Outlier
580,Thermo-Acoustic,250.00,Outlier
581,Thermocouple,25.70,Outlier
581,RTD,-44.00,Outlier
581,Thermo-Optical,550.88,Outlier
581,Thermo-Acoustic,50.00,Outlier
582,Thermocouple,25.63,Outlier
582,RTD,-42.00,Outlier
582,Thermo-Optical,583.11,Outlier
582,Thermo-Acoustic,75.00,Outlier
583,Thermocouple,25.67,Outlier
583,RTD,43.00,Outlier
583,Thermo-Optical,414.06,Outlier
583,Thermo-Acoustic,125.00,Outlier
584,Thermocouple,25.54,Outlier
584,RTD,-12.00,Outlier
584,Thermo-Optical,504.27,Outlier
584,Thermo-Acoustic,75.00,Outlier
585,Thermocouple,25.55,Outlier
585,RTD,41.00,Outlier
585,Thermo-Optical,504.27,Outlier
585,Thermo-Acoustic,200.00,Outlier
586,Thermocouple,25.58,Outlier
586,RTD,37.00,Outlier
586,Thermo-Optical,399.51,Outlier
586,Thermo-Acoustic,50.00,Outlier
587,Thermocouple,25.51,Outlier
587,RTD,44.00,Outlier
587,Thermo-Optical,470.46,Outlier
587,Thermo-Acoustic,200.00,Outlier
588,Thermocouple,25.54,Outlier
588,RTD,33.00,Outlier
588,Thermo-Optical,399.51,Outlier
588,Thermo-Acoustic,250.00,Outlier
589,Thermocouple,25.58,Outlier
589,RTD,44.00,Outlier
589,Thermo-Optical,578.10,Outlier
589,Thermo-Acoustic,25.00,Outlier
590,Thermocouple,25.63,Outlier
590,RTD,3.00,Outlier
590,Thermo-Optical,483.98,Outlier
590,Thermo-Acoustic,50.00,Outlier
591,Thermocouple,25.56,Outlier
591,RTD,-17.00,Outlier
591,Thermo-Optical,580.62,Outlier
591,Thermo-Acoustic,225.00,Outlier
592,Thermocouple,25.54,Outlier
592,RTD,21.00,Outlier
592,Thermo-Optical,556.65,Outlier
592,Thermo-Acoustic,50.00,Outlier
593,Thermocouple,25.68,Outlier
593,RTD,29.00,Outlier
593,Thermo-Optical,583.11,Outlier
593,Thermo-Acoustic,250.00,Outlier
594,Thermocouple,25.53,Outlier
594,RTD,39.00,Outlier
594,Thermo-Optical,504.27,Outlier
594,Thermo-Acoustic,75.00,Outlier
595,Thermocouple,25.65,Outlier
595,RTD,25.00,Outlier
595,Thermo-Optical,541.88,Outlier
595,Thermo-Acoustic,75.00,Outlier
596,Thermocouple,25.57,Outlier
596,RTD,-4.00,Outlier
596,Thermo-Optical,547.93,Outlier
596,Thermo-Acoustic,125.00,Outlier
597,Thermocouple,25.60,Outlier
597,RTD,-50.00,Outlier
597,Thermo-Optical,496.45,Outlier
597,Thermo-Acoustic,225.00,Outlier
598,Thermocouple,25.72,Outlier
598,RTD,0.00,Outlier
598,Thermo-Optical,455.66,Outlier
598,Thermo-Acoustic,100.00,Outlier
599,Thermocouple,25.53,Outlier
599,RTD,31.00,Outlier
599,Thermo-Optical,578.10,Outlier
599,Thermo-Acoustic,225.00,Outlier
600,Thermocouple,25.67,Outlier
600,RTD,24.00,Outlier
600,Thermo-Optical,547.93,Outlier
600,Thermo-Acoustic,100.00,Outlier
601,Thermocouple,25.68,Outlier
601,RTD,4.00,Outlier
601,Thermo-Optical,483.98,Outlier
601,Thermo-Acoustic,250.00,Outlier
602,Thermocouple,25.68,Outlier
602,RTD,-3.00,Outlier
602,Thermo-Optical,541.88,Outlier
602,Thermo-Acoustic,175.00,Outlier
603,Thermocouple,25.51,Outlier
603,RTD,31.00,Outlier
603,Thermo-Optical,567.68,Outlier
603,Thermo-Acoustic,25.00,Outlier
604,Thermocouple,25.53,Outlier
604,RTD,13.00,Outlier
604,Thermo-Optical,525.78,Outlier
604,Thermo-Acoustic,150.00,Outlier
605,Thermocouple,25.62,Outlier
605,RTD,-32.00,Outlier
605,Thermo-Optical,508.05,Outlier
605,Thermo-Acoustic,100.00,Outlier
606,Thermocouple,25.59,Outlier
606,RTD,-24.00,Outlier
606,Thermo-Optical,580.62,Outlier
606,Thermo-Acoustic,100.00,Outlier
607,Thermocouple,25.58,Outlier
607,RTD,-28.00,Outlier
607,Thermo-Optical,374.14,Outlier
607,Thermo-Acoustic,50.00,Outlier
608,Thermocouple,25.69,Outlier
608,RTD,13.00,Outlier
608,Thermo-Optical,580.62,Outlier
608,Thermo-Acoustic,200.00,Valid
609,Thermocouple,25.67,Outlier
609,RTD,-42.00,Outlier
609,Thermo-Optical,496.45,Outlier
609,Thermo-Acoustic,125.00,Outlier
610,Thermocouple,25.57,Outlier
610,RTD,-33.00,Outlier
610,Thermo-Optical,439.26,Outlier
610,Thermo-Acoustic,125.00,Outlier
611,Thermocouple,25.63,Outlier
611,RTD,29.00,Outlier
611,Thermo-Optical,538.77,Outlier
611,Thermo-Acoustic,75.00,Outlier
612,Thermocouple,25.70,Outlier
612,RTD,8.00,Outlier
612,Thermo-Optical,544.93,Outlier
612,Thermo-Acoustic,175.00,Outlier
613,Thermocouple,25.56,Outlier
613,RTD,-40.00,Outlier
613,Thermo-Optical,559.47,Outlier
613,Thermo-Acoustic,125.00,Outlier
614,Thermocouple,25.54,Outlier
614,RTD,-15.00,Outlier
614,Thermo-Optical,496.45,Outlier
614,Thermo-Acoustic,200.00,Outlier
615,Thermocouple,25.63,Outlier
615,RTD,23.00,Outlier
615,Thermo-Optical,564.99,Outlier
615,Thermo-Acoustic,150.00,Outlier
616,Thermocouple,25.56,Outlier
616,RTD,-48.00,Outlier
616,Thermo-Optical,580.62,Outlier
616,Thermo-Acoustic,250.00,Outlier
617,Thermocouple,25.55,Outlier
617,RTD,23.00,Outlier
617,Thermo-Optical,515.36,Outlier
617,Thermo-Acoustic,25.00,Outlier
618,Thermocouple,25.71,Outlier
618,RTD,24.00,Outlier
618,Thermo-Optical,518.90,Outlier
618,Thermo-Acoustic,250.00,Outlier
619,Thermocouple,25.60,Outlier
619,RTD,21.00,Outlier
619,Thermo-Optical,496.45,Outlier
619,Thermo-Acoustic,50.00,Outlier
620,Thermocouple,25.56,Outlier
620,RTD,25.00,Outlier
620,Thermo-Optical,532.39,Outlier
620,Thermo-Acoustic,100.00,Outlier
621,Thermocouple,25.64,Outlier
621,RTD,-41.00,Outlier
621,Thermo-Optical,470.46,Outlier
621,Thermo-Acoustic,175.00,Outlier
622,Thermocouple,25.53,Outlier
622,RTD,25.00,Outlier
622,Thermo-Optical,575.55,Outlier
622,Thermo-Acoustic,75.00,Outlier
623,Thermocouple,25.58,Outlier
623,RTD,1.00,Outlier
623,Thermo-Optical,553.79,Outlier
623,Thermo-Acoustic,125.00,Outlier
624,Thermocouple,25.52,Outlier
624,RTD,-3.00,Outlier
624,Thermo-Optical,383.16,Outlier
624,Thermo-Acoustic,100.00,Outlier
625,Thermocouple,25.73,Outlier
625,RTD,-34.00,Outlier
625,Thermo-Optical,492.40,Outlier
625,Thermo-Acoustic,150.00,Outlier
626,Thermocouple,25.71,Outlier
626,RTD,-34.00,Outlier
626,Thermo-Optical,444.93,Outlier
626,Thermo-Acoustic,100.00,Outlier
627,Thermocouple,25.51,Outlier
627,RTD,13.00,Outlier
627,Thermo-Optical,470.46,Outlier
627,Thermo-Acoustic,100.00,Outlier
628,Thermocouple,25.55,Outlier
628,RTD,-40.00,Outlier
628,Thermo-Optical,547.93,Outlier
628,Thermo-Acoustic,150.00,Outlier
629,Thermocouple,25.50,Outlier
629,RTD,33.00,Outlier
629,Thermo-Optical,475.09,Outlier
629,Thermo-Acoustic,100.00,Outlier
630,Thermocouple,25.68,Outlier
630,RTD,-10.00,Outlier
630,Thermo-Optical,475.09,Outlier
630,Thermo-Acoustic,200.00,Outlier
631,Thermocouple,25.59,Outlier
631,RTD,-31.00,Outlier
631,Thermo-Optical,427.22,Outlier
631,Thermo-Acoustic,250.00,Outlier
632,Thermocouple,25.71,Outlier
632,RTD,19.00,Outlier
632,Thermo-Optical,575.55,Outlier
632,Thermo-Acoustic,175.00,Outlier
633,Thermocouple,25.72,Outlier
633,RTD,-8.00,Outlier
633,Thermo-Optical,541.88,Outlier
633,Thermo-Acoustic,25.00,Outlier
634,Thermocouple,25.52,Outlier
634,RTD,7.00,Outlier
634,Thermo-Optical,383.16,Outlier
634,Thermo-Acoustic,150.00,Outlier
635,Thermocouple,25.62,Outlier
635,RTD,14.00,Outlier
635,Thermo-Optical,465.68,Outlier
635,Thermo-Acoustic,75.00,Outlier
636,Thermocouple,25.59,Outlier
636,RTD,28.00,Outlier
636,Thermo-Optical,515.36,Outlier
636,Thermo-Acoustic,50.00,Outlier
637,Thermocouple,25.70,Outlier
637,RTD,21.00,Outlier
637,Thermo-Optical,550.88,Outlier
637,Thermo-Acoustic,200.00,Valid
638,Thermocouple,25.52,Outlier
638,RTD,18.00,Outlier
638,Thermo-Optical,515.36,Outlier
638,Thermo-Acoustic,25.00,Outlier
639,Thermocouple,25.59,Outlier
639,RTD,-50.00,Outlier
639,Thermo-Optical,570.34,Outlier
639,Thermo-Acoustic,50.00,Outlier
640,Thermocouple,25.59,Outlier
640,RTD,-21.00,Outlier
640,Thermo-Optical,522.37,Outlier
640,Thermo-Acoustic,100.00,Outlier
641,Thermocouple,25.52,Outlier
641,RTD,-27.00,Outlier
641,Thermo-Optical,500.41,Outlier
641,Thermo-Acoustic,150.00,Outlier
642,Thermocouple,25.57,Outlier
642,RTD,16.00,Outlier
642,Thermo-Optical,544.93,Outlier
642,Thermo-Acoustic,125.00,Outlier
643,Thermocouple,25.62,Outlier
643,RTD,-32.00,Outlier
643,Thermo-Optical,420.79,Outlier
643,Thermo-Acoustic,150.00,Outlier
644,Thermocouple,25.70,Outlier
644,RTD,2.00,Outlier
644,Thermo-Optical,580.62,Outlier
644,Thermo-Acoustic,50.00,Outlier
645,Thermocouple,25.66,Outlier
645,RTD,1.00,Outlier
645,Thermo-Optical,562.25,Outlier
645,Thermo-Acoustic,200.00,Valid
646,Thermocouple,25.55,Outlier
646,RTD,-26.00,Outlier
646,Thermo-Optical,479.60,Outlier
646,Thermo-Acoustic,175.00,Outlier
647,Thermocouple,25.67,Outlier
647,RTD,43.00,Outlier
647,Thermo-Optical,580.62,Outlier
647,Thermo-Acoustic,150.00,Outlier
648,Thermocouple,25.63,Outlier
648,RTD,-43.00,Outlier
648,Thermo-Optical,475.09,Outlier
648,Thermo-Acoustic,50.00,Outlier
649,Thermocouple,25.67,Outlier
649,RTD,21.00,Outlier
649,Thermo-Optical,567.68,Outlier
649,Thermo-Acoustic,225.00,Outlier
650,Thermocouple,25.63,Outlier
650,RTD,48.00,Outlier
650,Thermo-Optical,496.45,Outlier
650,Thermo-Acoustic,125.00,Outlier
651,Thermocouple,25.61,Outlier
651,RTD,-41.00,Outlier
651,Thermo-Optical,500.41,Outlier
651,Thermo-Acoustic,50.00,Outlier
652,Thermocouple,25.66,Outlier
652,RTD,2.00,Outlier
652,Thermo-Optical,570.34,Outlier
652,Thermo-Acoustic,250.00,Outlier
653,Thermocouple,25.58,Outlier
653,RTD,47.00,Outlier
653,Thermo-Optical,496.45,Outlier
653,Thermo-Acoustic,225.00,Outlier
654,Thermocouple,25.62,Outlier
654,RTD,37.00,Outlier
654,Thermo-Optical,383.16,Outlier
654,Thermo-Acoustic,75.00,Outlier
655,Thermocouple,25.62,Outlier
655,RTD,13.00,Outlier
655,Thermo-Optical,455.66,Outlier
655,Thermo-Acoustic,175.00,Outlier
656,Thermocouple,25.69,Outlier
656,RTD,-15.00,Outlier
656,Thermo-Optical,496.45,Outlier
656,Thermo-Acoustic,175.00,Valid
657,Thermocouple,25.55,Outlier
657,RTD,48.00,Outlier
657,Thermo-Optical,479.60,Outlier
657,Thermo-Acoustic,100.00,Outlier
658,Thermocouple,25.66,Outlier
658,RTD,13.00,Outlier
658,Thermo-Optical,444.93,Outlier
658,Thermo-Acoustic,75.00,Outlier
659,Thermocouple,25.63,Outlier
659,RTD,-29.00,Outlier
659,Thermo-Optical,475.09,Outlier
659,Thermo-Acoustic,250.00,Outlier
660,Thermocouple,25.55,Outlier
660,RTD,-28.00,Outlier
660,Thermo-Optical,450.39,Outlier
660,Thermo-Acoustic,175.00,Outlier
661,Thermocouple,25.63,Outlier
661,RTD,44.00,Outlier
661,Thermo-Optical,492.40,Outlier
661,Thermo-Acoustic,200.00,Outlier
662,Thermocouple,25.61,Outlier
662,RTD,13.00,Outlier
662,Thermo-Optical,470.46,Outlier
662,Thermo-Acoustic,125.00,Outlier
663,Thermocouple,25.63,Outlier
663,RTD,-36.00,Outlier
663,Thermo-Optical,383.16,Outlier
663,Thermo-Acoustic,225.00,Outlier
664,Thermocouple,25.67,Outlier
664,RTD,15.00,Outlier
664,Thermo-Optical,525.78,Outlier
664,Thermo-Acoustic,75.00,Outlier
665,Thermocouple,25.59,Outlier
665,RTD,37.00,Outlier
665,Thermo-Optical,496.45,Outlier
665,Thermo-Acoustic,200.00,Outlier
666,Thermocouple,25.57,Outlier
666,RTD,5.00,Outlier
666,Thermo-Optical,562.25,Outlier
666,Thermo-Acoustic,75.00,Outlier
667,Thermocouple,25.58,Outlier
667,RTD,-9.00,Outlier
667,Thermo-Optical,578.10,Outlier
667,Thermo-Acoustic,150.00,Outlier
668,Thermocouple,25.57,Outlier
668,RTD,7.00,Outlier
668,Thermo-Optical,496.45,Outlier
668,Thermo-Acoustic,175.00,Valid
669,Thermocouple,25.57,Outlier
669,RTD,8.00,Outlier
669,Thermo-Optical,578.10,Outlier
669,Thermo-Acoustic,150.00,Outlier
670,Thermocouple,25.52,Outlier
670,RTD,-48.00,Outlier
670,Thermo-Optical,492.40,Outlier
670,Thermo-Acoustic,125.00,Outlier
671,Thermocouple,25.70,Outlier
671,RTD,4.00,Outlier
671,Thermo-Optical,420.79,Outlier
671,Thermo-Acoustic,100.00,Outlier
672,Thermocouple,25.55,Outlier
672,RTD,-14.00,Outlier
672,Thermo-Optical,525.78,Outlier
672,Thermo-Acoustic,100.00,Outlier
673,Thermocouple,25.55,Outlier
673,RTD,9.00,Outlier
673,Thermo-Optical,550.88,Outlier
673,Thermo-Acoustic,250.00,Outlier
674,Thermocouple,25.66,Outlier
674,RTD,6.00,Outlier
674,Thermo-Optical,460.75,Outlier
674,Thermo-Acoustic,100.00,Outlier
675,Thermocouple,25.66,Outlier
675,RTD,44.00,Outlier
675,Thermo-Optical,547.93,Outlier
675,Thermo-Acoustic,150.00,Outlier
676,Thermocouple,25.67,Outlier
676,RTD,25.00,Outlier
676,Thermo-Optical,483.98,Outlier
676,Thermo-Acoustic,100.00,Outlier
677,Thermocouple,25.62,Outlier
677,RTD,-5.00,Outlier
677,Thermo-Optical,570.34,Outlier
677,Thermo-Acoustic,75.00,Outlier
678,Thermocouple,25.59,Outlier
678,RTD,-1.00,Outlier
678,Thermo-Optical,470.46,Outlier
678,Thermo-Acoustic,100.00,Outlier
679,Thermocouple,25.71,Outlier
679,RTD,-27.00,Outlier
679,Thermo-Optical,562.25,Outlier
679,Thermo-Acoustic,175.00,Outlier
680,Thermocouple,25.57,Outlier
680,RTD,-8.00,Outlier
680,Thermo-Optical,550.88,Outlier
680,Thermo-Acoustic,150.00,Outlier
681,Thermocouple,25.55,Outlier
681,RTD,-48.00,Outlier
681,Thermo-Optical,420.79,Outlier
681,Thermo-Acoustic,200.00,Outlier
682,Thermocouple,25.69,Outlier
682,RTD,-50.00,Outlier
682,Thermo-Optical,575.55,Outlier
682,Thermo-Acoustic,25.00,Outlier
683,Thermocouple,25.70,Outlier
683,RTD,-42.00,Outlier
683,Thermo-Optical,500.41,Outlier
683,Thermo-Acoustic,100.00,Outlier
684,Thermocouple,25.59,Outlier
684,RTD,24.00,Outlier
684,Thermo-Optical,492.40,Outlier
684,Thermo-Acoustic,200.00,Outlier
685,Thermocouple,25.58,Outlier
685,RTD,28.00,Outlier
685,Thermo-Optical,580.62,Outlier
685,Thermo-Acoustic,175.00,Outlier
686,Thermocouple,25.57,Outlier
686,RTD,14.00,Outlier
686,Thermo-Optical,518.90,Outlier
686,Thermo-Acoustic,225.00,Outlier
687,Thermocouple,25.72,Outlier
687,RTD,-50.00,Outlier
687,Thermo-Optical,427.22,Outlier
687,Thermo-Acoustic,225.00,Outlier
688,Thermocouple,25.60,Outlier
688,RTD,43.00,Outlier
688,Thermo-Optical,444.93,Outlier
688,Thermo-Acoustic,75.00,Outlier
689,Thermocouple,25.68,Outlier
689,RTD,-42.00,Outlier
689,Thermo-Optical,562.25,Outlier
689,Thermo-Acoustic,100.00,Outlier
690,Thermocouple,25.66,Outlier
690,RTD,-11.00,Outlier
690,Thermo-Optical,544.93,Outlier
690,Thermo-Acoustic,250.00,Outlier
691,Thermocouple,25.51,Outlier
691,RTD,-3.00,Outlier
691,Thermo-Optical,420.79,Outlier
691,Thermo-Acoustic,150.00,Valid
692,Thermocouple,25.59,Outlier
692,RTD,-39.00,Outlier
692,Thermo-Optical,559.47,Outlier
692,Thermo-Acoustic,250.00,Outlier
693,Thermocouple,25.58,Outlier
693,RTD,0.00,Outlier
693,Thermo-Optical,479.60,Outlier
693,Thermo-Acoustic,175.00,Valid
694,Thermocouple,25.58,Outlier
694,RTD,-23.00,Outlier
694,Thermo-Optical,496.45,Outlier
694,Thermo-Acoustic,175.00,Outlier
695,Thermocouple,25.51,Outlier
695,RTD,-47.00,Outlier
695,Thermo-Optical,544.93,Outlier
695,Thermo-Acoustic,250.00,Outlier
696,Thermocouple,25.54,Outlier
696,RTD,4.00,Outlier
696,Thermo-Optical,455.66,Outlier
696,Thermo-Acoustic,75.00,Outlier
697,Thermocouple,25.52,Outlier
697,RTD,-9.00,Outlier
697,Thermo-Optical,532.39,Outlier
697,Thermo-Acoustic,250.00,Outlier
698,Thermocouple,25.73,Outlier
698,RTD,1.00,Outlier
698,Thermo-Optical,475.09,Outlier
698,Thermo-Acoustic,150.00,Outlier
699,Thermocouple,25.61,Outlier
699,RTD,-39.00,Outlier
699,Thermo-Optical,529.12,Outlier
699,Thermo-Acoustic,100.00,Outlier
700,Thermocouple,25.62,Outlier
700,RTD,44.00,Outlier
700,Thermo-Optical,515.36,Outlier
700,Thermo-Acoustic,150.00,Outlier
701,Thermocouple,25.59,Outlier
701,RTD,11.00,Outlier
701,Thermo-Optical,496.45,Outlier
701,Thermo-Acoustic,100.00,Outlier
702,Thermocouple,25.60,Outlier
702,RTD,-45.00,Outlier
702,Thermo-Optical,500.41,Outlier
702,Thermo-Acoustic,75.00,Outlier
703,Thermocouple,25.59,Outlier
703,RTD,32.00,Outlier
703,Thermo-Optical,508.05,Outlier
703,Thermo-Acoustic,125.00,Outlier
704,Thermocouple,25.53,Outlier
704,RTD,26.00,Outlier
704,Thermo-Optical,522.37,Outlier
704,Thermo-Acoustic,100.00,Outlier
705,Thermocouple,25.55,Outlier
705,RTD,15.00,Outlier
705,Thermo-Optical,414.06,Outlier
705,Thermo-Acoustic,175.00,Outlier
706,Thermocouple,25.52,Outlier
706,RTD,12.00,Outlier
706,Thermo-Optical,391.59,Outlier
706,Thermo-Acoustic,100.00,Outlier
707,Thermocouple,25.63,Outlier
707,RTD,21.00,Outlier
707,Thermo-Optical,414.06,Outlier
707,Thermo-Acoustic,50.00,Outlier
708,Thermocouple,25.53,Outlier
708,RTD,0.00,Outlier
708,Thermo-Optical,550.88,Outlier
708,Thermo-Acoustic,25.00,Outlier
709,Thermocouple,25.61,Outlier
709,RTD,25.00,Outlier
709,Thermo-Optical,532.39,Outlier
709,Thermo-Acoustic,50.00,Outlier
710,Thermocouple,25.54,Outlier
710,RTD,-30.00,Outlier
710,Thermo-Optical,427.22,Outlier
710,Thermo-Acoustic,125.00,Outlier
711,Thermocouple,25.50,Outlier
711,RTD,-24.00,Outlier
711,Thermo-Optical,496.45,Outlier
711,Thermo-Acoustic,25.00,Outlier
712,Thermocouple,25.72,Outlier
712,RTD,15.00,Outlier
712,Thermo-Optical,496.45,Outlier
712,Thermo-Acoustic,150.00,Outlier
713,Thermocouple,25.67,Outlier
713,RTD,-35.00,Outlier
713,Thermo-Optical,383.16,Outlier
713,Thermo-Acoustic,175.00,Outlier
714,Thermocouple,25.58,Outlier
714,RTD,-32.00,Outlier
714,Thermo-Optical,562.25,Outlier
714,Thermo-Acoustic,100.00,Outlier
715,Thermocouple,25.72,Outlier
715,RTD,-49.00,Outlier
715,Thermo-Optical,406.98,Outlier
715,Thermo-Acoustic,100.00,Outlier
716,Thermocouple,25.65,Outlier
716,RTD,47.00,Outlier
716,Thermo-Optical,492.40,Outlier
716,Thermo-Acoustic,150.00,Outlier
717,Thermocouple,25.57,Outlier
717,RTD,-18.00,Outlier
717,Thermo-Optical,470.46,Outlier
717,Thermo-Acoustic,200.00,Outlier
718,Thermocouple,25.70,Outlier
718,RTD,28.00,Outlier
718,Thermo-Optical,583.11,Outlier
718,Thermo-Acoustic,175.00,Outlier
719,Thermocouple,25.68,Outlier
719,RTD,44.00,Outlier
719,Thermo-Optical,504.27,Outlier
719,Thermo-Acoustic,200.00,Outlier
720,Thermocouple,25.58,Outlier
720,RTD,-39.00,Outlier
720,Thermo-Optical,450.39,Outlier
720,Thermo-Acoustic,200.00,Outlier
721,Thermocouple,25.72,Outlier
721,RTD,14.00,Outlier
721,Thermo-Optical,515.36,Outlier
721,Thermo-Acoustic,200.00,Outlier
722,Thermocouple,25.58,Outlier
722,RTD,3.00,Outlier
722,Thermo-Optical,564.99,Outlier
722,Thermo-Acoustic,75.00,Outlier
723,Thermocouple,25.54,Outlier
723,RTD,25.00,Outlier
723,Thermo-Optical,500.41,Outlier
723,Thermo-Acoustic,50.00,Outlier
724,Thermocouple,25.58,Outlier
724,RTD,15.00,Outlier
724,Thermo-Optical,532.39,Outlier
724,Thermo-Acoustic,150.00,Outlier
725,Thermocouple,25.70,Outlier
725,RTD,18.00,Outlier
725,Thermo-Optical,439.26,Outlier
725,Thermo-Acoustic,225.00,Outlier
726,Thermocouple,25.69,Outlier
726,RTD,22.00,Outlier
726,Thermo-Optical,444.93,Outlier
726,Thermo-Acoustic,50.00,Outlier
727,Thermocouple,25.68,Outlier
727,RTD,30.00,Outlier
727,Thermo-Optical,556.65,Outlier
727,Thermo-Acoustic,250.00,Outlier
728,Thermocouple,25.61,Outlier
728,RTD,9.00,Outlier
728,Thermo-Optical,496.45,Outlier
728,Thermo-Acoustic,125.00,Outlier
729,Thermocouple,25.63,Outlier
729,RTD,34.00,Outlier
729,Thermo-Optical,583.11,Outlier
729,Thermo-Acoustic,175.00,Outlier
730,Thermocouple,25.62,Outlier
730,RTD,38.00,Outlier
730,Thermo-Optical,391.59,Outlier
730,Thermo-Acoustic,150.00,Valid
731,Thermocouple,25.57,Outlier
731,RTD,-8.00,Outlier
731,Thermo-Optical,450.39,Outlier
731,Thermo-Acoustic,150.00,Valid
732,Thermocouple,25.52,Outlier
732,RTD,-7.00,Outlier
732,Thermo-Optical,483.98,Outlier
732,Thermo-Acoustic,25.00,Outlier
733,Thermocouple,25.64,Outlier
733,RTD,12.00,Outlier
733,Thermo-Optical,572.96,Outlier
733,Thermo-Acoustic,25.00,Outlier
734,Thermocouple,25.69,Outlier
734,RTD,-1.00,Outlier
734,Thermo-Optical,562.25,Outlier
734,Thermo-Acoustic,175.00,Outlier
735,Thermocouple,25.54,Outlier
735,RTD,0.00,Outlier
735,Thermo-Optical,538.77,Outlier
735,Thermo-Acoustic,50.00,Outlier
736,Thermocouple,25.72,Outlier
736,RTD,-45.00,Outlier
736,Thermo-Optical,488.24,Outlier
736,Thermo-Acoustic,150.00,Valid
737,Thermocouple,25.57,Outlier
737,RTD,-27.00,Outlier
737,Thermo-Optical,450.39,Outlier
737,Thermo-Acoustic,225.00,Outlier
738,Thermocouple,25.67,Outlier
738,RTD,-24.00,Outlier
738,Thermo-Optical,578.10,Outlier
738,Thermo-Acoustic,25.00,Outlier
739,Thermocouple,25.51,Outlier
739,RTD,-1.00,Outlier
739,Thermo-Optical,583.11,Outlier
739,Thermo-Acoustic,250.00,Outlier
740,Thermocouple,25.57,Outlier
740,RTD,-11.00,Outlier
740,Thermo-Optical,535.61,Outlier
